offense,offenseConference,defense,defenseConference,gameId,id,driveNumber,scoring,startPeriod,startYardline,startYardsToGoal,startTime,endPeriod,endYardline,endYardsToGoal,endTime,plays,yards,driveResult,isHomeOffense,startOffenseScore,startDefenseScore,endOffenseScore,endDefenseScore
Oregon State,Pac-10,Sacramento State,Big Sky,232400204,23240020407,7,True,2,55,45,"{'seconds': 35, 'minutes': 14}",2,100,0,"{'seconds': 18, 'minutes': 12}",5,45,RUSHING TD,True,3,0,10,0
Sacramento State,Big Sky,Oregon State,Pac-10,232400204,23240020408,8,False,2,0,0,"{'seconds': 18, 'minutes': 12}",2,53,53,"{'seconds': 0, 'minutes': 12}",1,0,KICKOFF,False,0,10,0,10
Sacramento State,Big Sky,Oregon State,Pac-10,232400204,23240020409,9,False,2,53,53,"{'seconds': 0, 'minutes': 12}",2,60,60,"{'seconds': 2, 'minutes': 11}",3,-7,PUNT,False,0,10,0,10
Oregon State,Pac-10,Sacramento State,Big Sky,232400204,23240020410,10,True,2,31,69,"{'seconds': 2, 'minutes': 11}",2,100,0,"{'seconds': 7, 'minutes': 7}",10,69,PASSING TD,True,10,0,17,0
Sacramento State,Big Sky,Oregon State,Pac-10,232400204,23240020411,11,False,2,0,0,"{'seconds': 7, 'minutes': 7}",2,79,79,"{'seconds': 55, 'minutes': 6}",1,0,KICKOFF,False,0,17,0,17
Sacramento State,Big Sky,Oregon State,Pac-10,232400204,23240020412,12,False,2,79,79,"{'seconds': 55, 'minutes': 6}",2,46,46,"{'seconds': 45, 'minutes': 4}",5,33,PUNT,False,0,17,0,17
Oregon State,Pac-10,Sacramento State,Big Sky,232400204,23240020413,13,False,2,20,80,"{'seconds': 45, 'minutes': 4}",2,42,58,"{'seconds': 55, 'minutes': 1}",7,22,POSS. ON DOWNS,True,17,0,17,0
Oregon State,Pac-10,Sacramento State,Big Sky,232400204,23240020414,14,True,2,58,42,"{'seconds': 55, 'minutes': 1}",2,85,15,"{'seconds': 1, 'minutes': 0}",1,27,MADE FG,True,17,0,20,0
Sacramento State,Big Sky,Oregon State,Pac-10,232400204,23240020415,15,False,2,0,0,"{'seconds': 1, 'minutes': 0}",2,75,75,"{'seconds': 1, 'minutes': 0}",1,0,KICKOFF,False,0,20,0,20
Oregon State,Pac-10,Sacramento State,Big Sky,232400204,23240020418,16,True,3,20,80,"{'seconds': 55, 'minutes': 14}",3,100,0,"{'seconds': 5, 'minutes': 11}",1,80,RUSHING TD,True,20,0,27,0
Sacramento State,Big Sky,Oregon State,Pac-10,232400204,23240020419,17,False,3,0,0,"{'seconds': 5, 'minutes': 11}",3,65,65,"{'seconds': 55, 'minutes': 10}",1,0,KICKOFF,False,0,27,0,27
Sacramento State,Big Sky,Oregon State,Pac-10,232400204,23240020420,18,False,3,65,65,"{'seconds': 55, 'minutes': 10}",3,59,59,"{'seconds': 25, 'minutes': 10}",3,6,PUNT,False,0,27,0,27
Oregon State,Pac-10,Sacramento State,Big Sky,232400204,23240020421,19,False,3,26,74,"{'seconds': 25, 'minutes': 10}",3,26,74,"{'seconds': 25, 'minutes': 9}",0,0,FUMBLE,True,27,0,27,0
Sacramento State,Big Sky,Oregon State,Pac-10,232400204,23240020422,20,False,3,26,26,"{'seconds': 25, 'minutes': 9}",3,5,5,"{'seconds': 0, 'minutes': 6}",8,21,MISSED FG,False,0,27,0,27
Oregon State,Pac-10,Sacramento State,Big Sky,232400204,23240020423,21,True,3,5,95,"{'seconds': 0, 'minutes': 6}",3,100,0,"{'seconds': 0, 'minutes': 3}",1,95,PASSING TD,True,27,0,34,0
Sacramento State,Big Sky,Oregon State,Pac-10,232400204,23240020424,22,False,3,54,54,"{'seconds': 0, 'minutes': 3}",3,27,27,"{'seconds': 5, 'minutes': 0}",7,27,PENALTY,False,0,34,0,34
Oregon State,Pac-10,Sacramento State,Big Sky,232400204,23240020425,23,False,3,27,73,"{'seconds': 5, 'minutes': 0}",4,56,44,"{'seconds': 30, 'minutes': 14}",5,29,PUNT,True,34,0,34,0
Sacramento State,Big Sky,Oregon State,Pac-10,232400204,23240020426,24,False,4,74,74,"{'seconds': 30, 'minutes': 14}",4,65,65,"{'seconds': 40, 'minutes': 11}",3,9,PUNT,False,0,34,0,34
Oregon State,Pac-10,Sacramento State,Big Sky,232400204,23240020427,25,False,4,36,64,"{'seconds': 40, 'minutes': 11}",4,36,64,"{'seconds': 15, 'minutes': 11}",3,0,PUNT,True,34,0,34,0
Sacramento State,Big Sky,Oregon State,Pac-10,232400204,23240020428,26,True,4,78,78,"{'seconds': 15, 'minutes': 11}",4,0,0,"{'seconds': 21, 'minutes': 6}",12,78,RUSHING TD,False,0,34,7,34
Oregon State,Pac-10,Sacramento State,Big Sky,232400204,23240020429,27,False,4,0,100,"{'seconds': 21, 'minutes': 6}",4,36,64,"{'seconds': 10, 'minutes': 6}",1,0,KICKOFF,True,34,7,34,7
Oregon State,Pac-10,Sacramento State,Big Sky,232400204,23240020430,28,True,4,36,64,"{'seconds': 10, 'minutes': 6}",4,100,0,"{'seconds': 10, 'minutes': 1}",1,64,RUSHING TD,True,34,7,40,7
Sacramento State,Big Sky,Oregon State,Pac-10,232400204,23240020431,29,False,4,0,0,"{'seconds': 10, 'minutes': 1}",4,81,81,"{'seconds': 0, 'minutes': 1}",1,0,KICKOFF,False,7,40,7,40
Sacramento State,Big Sky,Oregon State,Pac-10,232400204,23240020432,30,False,4,81,81,"{'seconds': 0, 'minutes': 1}",4,64,64,"{'seconds': 15, 'minutes': 0}",1,17,PASS COMPLETE,False,7,40,7,40
Georgia Tech,ACC,BYU,Mountain West,232400252,23240025201,1,False,1,80,80,"{'seconds': 0, 'minutes': 15}",1,65,65,"{'seconds': 23, 'minutes': 12}",5,15,PUNT,False,0,0,0,0
BYU,Mountain West,Georgia Tech,ACC,232400252,23240025202,2,False,1,24,76,"{'seconds': 23, 'minutes': 12}",1,30,70,"{'seconds': 1, 'minutes': 11}",3,6,INT,True,0,0,0,0
Georgia Tech,ACC,BYU,Mountain West,232400252,23240025203,3,True,1,38,38,"{'seconds': 1, 'minutes': 11}",1,8,8,"{'seconds': 49, 'minutes': 8}",6,30,MADE FG,False,0,0,3,0
BYU,Mountain West,Georgia Tech,ACC,232400252,23240025204,4,False,1,0,100,"{'seconds': 49, 'minutes': 8}",1,20,80,"{'seconds': 49, 'minutes': 8}",1,0,KICKOFF,True,0,3,0,3
BYU,Mountain West,Georgia Tech,ACC,232400252,23240025205,5,True,1,20,80,"{'seconds': 49, 'minutes': 8}",1,100,0,"{'seconds': 7, 'minutes': 5}",9,80,PASSING TD,True,0,3,7,3
Georgia Tech,ACC,BYU,Mountain West,232400252,23240025206,6,False,1,0,0,"{'seconds': 7, 'minutes': 5}",1,59,59,"{'seconds': 0, 'minutes': 5}",1,0,KICKOFF,False,3,7,3,7
Georgia Tech,ACC,BYU,Mountain West,232400252,23240025207,7,True,1,59,59,"{'seconds': 0, 'minutes': 5}",1,21,21,"{'seconds': 40, 'minutes': 2}",7,38,MADE FG,False,3,7,6,7
BYU,Mountain West,Georgia Tech,ACC,232400252,23240025208,8,False,1,0,100,"{'seconds': 40, 'minutes': 2}",1,20,80,"{'seconds': 40, 'minutes': 2}",1,0,KICKOFF,True,7,6,7,6
BYU,Mountain West,Georgia Tech,ACC,232400252,23240025209,9,False,1,0,100,"{'seconds': 40, 'minutes': 2}",1,31,69,"{'seconds': 40, 'minutes': 2}",1,0,KICKOFF,True,7,6,7,6
BYU,Mountain West,Georgia Tech,ACC,232400252,23240025210,10,False,1,31,69,"{'seconds': 40, 'minutes': 2}",2,14,86,"{'seconds': 0, 'minutes': 15}",4,-17,PUNT,True,7,6,7,6
Georgia Tech,ACC,BYU,Mountain West,232400252,23240025211,11,False,2,64,64,"{'seconds': 0, 'minutes': 15}",2,64,64,"{'seconds': 0, 'minutes': 15}",1,0,FUMBLE,False,6,7,6,7
BYU,Mountain West,Georgia Tech,ACC,232400252,23240025212,12,False,2,54,46,"{'seconds': 0, 'minutes': 15}",2,44,56,"{'seconds': 0, 'minutes': 15}",2,-10,INT,True,7,6,7,6
Georgia Tech,ACC,BYU,Mountain West,232400252,23240025213,13,False,2,62,62,"{'seconds': 0, 'minutes': 15}",2,58,58,"{'seconds': 0, 'minutes': 13}",2,4,PUNT,False,6,7,6,7
BYU,Mountain West,Georgia Tech,ACC,232400252,23240025214,14,False,2,27,73,"{'seconds': 0, 'minutes': 13}",2,32,68,"{'seconds': 58, 'minutes': 10}",3,5,BLOCKED PUNT,True,7,6,7,6
BYU,Mountain West,Georgia Tech,ACC,232400252,23240025215,15,True,2,32,68,"{'seconds': 58, 'minutes': 10}",2,0,100,"{'seconds': 50, 'minutes': 10}",0,32,BLOCKED PUNT TD TD,True,7,12,7,13
BYU,Mountain West,Georgia Tech,ACC,232400252,23240025216,16,False,2,0,100,"{'seconds': 50, 'minutes': 10}",2,20,80,"{'seconds': 50, 'minutes': 10}",1,0,KICKOFF,True,7,13,7,13
BYU,Mountain West,Georgia Tech,ACC,232400252,23240025217,17,False,2,20,80,"{'seconds': 50, 'minutes': 10}",2,79,21,"{'seconds': 23, 'minutes': 1}",19,59,MISSED FG,True,7,13,7,13
Georgia Tech,ACC,BYU,Mountain West,232400252,23240025218,18,False,2,89,89,"{'seconds': 23, 'minutes': 1}",2,70,70,"{'seconds': 26, 'minutes': 0}",3,19,RUSH,False,13,7,13,7
BYU,Mountain West,Georgia Tech,ACC,232400252,23240025220,19,True,3,80,20,"{'seconds': 0, 'minutes': 15}",3,100,0,"{'seconds': 12, 'minutes': 11}",7,20,PASSING TD,True,7,13,14,13
Georgia Tech,ACC,BYU,Mountain West,232400252,23240025221,20,False,3,0,0,"{'seconds': 12, 'minutes': 11}",3,95,95,"{'seconds': 5, 'minutes': 11}",1,0,KICKOFF,False,13,14,13,14
Georgia Tech,ACC,BYU,Mountain West,232400252,23240025222,21,False,3,95,95,"{'seconds': 5, 'minutes': 11}",3,92,92,"{'seconds': 3, 'minutes': 9}",3,3,PUNT,False,13,14,13,14
BYU,Mountain West,Georgia Tech,ACC,232400252,23240025223,22,True,3,57,43,"{'seconds': 3, 'minutes': 9}",3,100,0,"{'seconds': 55, 'minutes': 5}",9,43,PASSING TD,True,14,13,21,13
Georgia Tech,ACC,BYU,Mountain West,232400252,23240025224,23,False,3,0,0,"{'seconds': 55, 'minutes': 5}",3,80,80,"{'seconds': 55, 'minutes': 5}",1,0,KICKOFF,False,13,21,13,21
Georgia Tech,ACC,BYU,Mountain West,232400252,23240025225,24,False,3,80,80,"{'seconds': 55, 'minutes': 5}",4,16,16,"{'seconds': 30, 'minutes': 14}",13,64,FUMBLE,False,13,21,13,21
BYU,Mountain West,Georgia Tech,ACC,232400252,23240025226,25,False,4,11,89,"{'seconds': 30, 'minutes': 14}",4,1,99,"{'seconds': 34, 'minutes': 9}",5,-10,PUNT,True,21,13,21,13
Georgia Tech,ACC,BYU,Mountain West,232400252,23240025227,26,False,4,40,40,"{'seconds': 34, 'minutes': 9}",4,26,26,"{'seconds': 0, 'minutes': 9}",3,14,INT,False,13,21,13,21
BYU,Mountain West,Georgia Tech,ACC,232400252,23240025228,27,True,4,6,94,"{'seconds': 0, 'minutes': 9}",4,93,7,"{'seconds': 32, 'minutes': 2}",15,87,MADE FG,True,21,13,24,13
Georgia Tech,ACC,BYU,Mountain West,232400252,23240025229,28,False,4,0,0,"{'seconds': 32, 'minutes': 2}",4,78,78,"{'seconds': 26, 'minutes': 2}",1,0,KICKOFF,False,13,24,13,24
Georgia Tech,ACC,BYU,Mountain West,232400252,23240025230,29,False,4,78,78,"{'seconds': 26, 'minutes': 2}",4,23,23,"{'seconds': 27, 'minutes': 1}",5,55,FUMBLE,False,13,24,13,24
BYU,Mountain West,Georgia Tech,ACC,232400252,23240025231,30,False,4,16,84,"{'seconds': 27, 'minutes': 1}",4,14,86,"{'seconds': 31, 'minutes': 0}",2,-2,RUSH,True,24,13,24,13
Louisiana Tech,Western Athletic,Miami,Big East,232402348,23240234801,1,False,1,25,75,"{'seconds': 55, 'minutes': 14}",1,25,75,"{'seconds': 13, 'minutes': 14}",2,0,INT,True,0,0,0,0
Miami,Big East,Louisiana Tech,Western Athletic,232402348,23240234802,2,True,1,47,47,"{'seconds': 13, 'minutes': 14}",1,0,0,"{'seconds': 25, 'minutes': 12}",6,47,PASSING TD,False,0,0,7,0
Louisiana Tech,Western Athletic,Miami,Big East,232402348,23240234803,3,False,1,0,100,"{'seconds': 25, 'minutes': 12}",1,23,77,"{'seconds': 21, 'minutes': 12}",1,0,KICKOFF,True,0,7,0,7
Louisiana Tech,Western Athletic,Miami,Big East,232402348,23240234804,4,False,1,23,77,"{'seconds': 21, 'minutes': 12}",1,30,70,"{'seconds': 56, 'minutes': 10}",4,7,PUNT,True,0,7,0,7
Louisiana Tech,Western Athletic,Miami,Big East,232402348,23240234805,5,True,1,66,34,"{'seconds': 56, 'minutes': 10}",1,0,100,"{'seconds': 0, 'minutes': 10}",0,66,PUNT RETURN TD TD,True,0,13,0,14
Louisiana Tech,Western Athletic,Miami,Big East,232402348,23240234806,6,False,1,0,100,"{'seconds': 0, 'minutes': 10}",1,20,80,"{'seconds': 0, 'minutes': 10}",1,0,KICKOFF,True,0,14,0,14
Louisiana Tech,Western Athletic,Miami,Big East,232402348,23240234807,7,False,1,20,80,"{'seconds': 0, 'minutes': 10}",1,21,79,"{'seconds': 26, 'minutes': 8}",3,1,PUNT,True,0,14,0,14
Miami,Big East,Louisiana Tech,Western Athletic,232402348,23240234808,8,False,1,81,81,"{'seconds': 26, 'minutes': 8}",1,4,4,"{'seconds': 9, 'minutes': 4}",11,77,INT,False,14,0,14,0
Louisiana Tech,Western Athletic,Miami,Big East,232402348,23240234809,9,True,1,14,86,"{'seconds': 9, 'minutes': 4}",1,83,17,"{'seconds': 2, 'minutes': 1}",6,69,MADE FG,True,0,14,3,14
Miami,Big East,Louisiana Tech,Western Athletic,232402348,23240234810,10,False,1,0,0,"{'seconds': 2, 'minutes': 1}",1,80,80,"{'seconds': 58, 'minutes': 0}",1,0,KICKOFF,False,14,3,14,3
Miami,Big East,Louisiana Tech,Western Athletic,232402348,23240234811,11,False,1,80,80,"{'seconds': 58, 'minutes': 0}",2,76,76,"{'seconds': 40, 'minutes': 14}",4,4,PUNT,False,14,3,14,3
Louisiana Tech,Western Athletic,Miami,Big East,232402348,23240234812,12,False,2,30,70,"{'seconds': 40, 'minutes': 14}",2,30,70,"{'seconds': 16, 'minutes': 13}",3,0,PUNT,True,3,14,3,14
Miami,Big East,Louisiana Tech,Western Athletic,232402348,23240234813,13,False,2,69,69,"{'seconds': 16, 'minutes': 13}",2,24,24,"{'seconds': 39, 'minutes': 8}",12,45,MISSED FG,False,14,3,14,3
Louisiana Tech,Western Athletic,Miami,Big East,232402348,23240234814,14,False,2,24,76,"{'seconds': 39, 'minutes': 8}",2,81,19,"{'seconds': 39, 'minutes': 8}",3,57,FUMBLE,True,3,14,3,14
Miami,Big East,Louisiana Tech,Western Athletic,232402348,23240234815,15,True,2,81,81,"{'seconds': 39, 'minutes': 8}",2,0,0,"{'seconds': 2, 'minutes': 8}",1,81,FUMBLE RETURN TD,False,20,3,21,3
Louisiana Tech,Western Athletic,Miami,Big East,232402348,23240234816,16,False,2,0,100,"{'seconds': 2, 'minutes': 8}",2,16,84,"{'seconds': 56, 'minutes': 7}",1,0,KICKOFF,True,3,21,3,21
Louisiana Tech,Western Athletic,Miami,Big East,232402348,23240234817,17,False,2,16,84,"{'seconds': 56, 'minutes': 7}",2,60,40,"{'seconds': 51, 'minutes': 1}",10,44,PUNT,True,3,21,3,21
Miami,Big East,Louisiana Tech,Western Athletic,232402348,23240234818,18,False,2,90,90,"{'seconds': 51, 'minutes': 1}",2,65,65,"{'seconds': 24, 'minutes': 0}",6,25,SACK,False,21,3,21,3
Miami,Big East,Louisiana Tech,Western Athletic,232402348,23240234820,19,True,3,80,80,"{'seconds': 0, 'minutes': 15}",3,7,7,"{'seconds': 49, 'minutes': 10}",11,73,MADE FG,False,21,3,24,3
Louisiana Tech,Western Athletic,Miami,Big East,232402348,23240234821,20,False,3,0,100,"{'seconds': 49, 'minutes': 10}",3,37,63,"{'seconds': 49, 'minutes': 10}",1,0,KICKOFF,True,3,24,3,24
Louisiana Tech,Western Athletic,Miami,Big East,232402348,23240234822,21,True,3,37,63,"{'seconds': 49, 'minutes': 10}",3,90,10,"{'seconds': 53, 'minutes': 7}",6,53,MADE FG,True,3,24,6,24
Miami,Big East,Louisiana Tech,Western Athletic,232402348,23240234823,22,False,3,0,0,"{'seconds': 53, 'minutes': 7}",3,46,46,"{'seconds': 44, 'minutes': 7}",1,0,KICKOFF,False,24,6,24,6
Miami,Big East,Louisiana Tech,Western Athletic,232402348,23240234824,23,True,3,46,46,"{'seconds': 44, 'minutes': 7}",3,0,0,"{'seconds': 29, 'minutes': 3}",8,46,PASSING TD,False,24,6,31,6
Louisiana Tech,Western Athletic,Miami,Big East,232402348,23240234825,24,False,3,0,100,"{'seconds': 29, 'minutes': 3}",3,22,78,"{'seconds': 14, 'minutes': 3}",1,0,KICKOFF,True,6,31,6,31
Louisiana Tech,Western Athletic,Miami,Big East,232402348,23240234826,25,False,3,22,78,"{'seconds': 14, 'minutes': 3}",3,25,75,"{'seconds': 5, 'minutes': 2}",2,3,INT,True,6,31,6,31
Miami,Big East,Louisiana Tech,Western Athletic,232402348,23240234827,26,True,3,25,25,"{'seconds': 5, 'minutes': 2}",3,0,0,"{'seconds': 56, 'minutes': 1}",1,25,INT TD,False,37,6,38,6
Louisiana Tech,Western Athletic,Miami,Big East,232402348,23240234828,27,False,3,0,100,"{'seconds': 56, 'minutes': 1}",3,18,82,"{'seconds': 47, 'minutes': 1}",1,0,KICKOFF,True,6,38,6,38
Louisiana Tech,Western Athletic,Miami,Big East,232402348,23240234829,28,False,3,18,82,"{'seconds': 47, 'minutes': 1}",3,29,71,"{'seconds': 27, 'minutes': 1}",4,11,PUNT,True,6,38,6,38
Miami,Big East,Louisiana Tech,Western Athletic,232402348,23240234830,29,True,3,59,59,"{'seconds': 27, 'minutes': 1}",4,0,0,"{'seconds': 13, 'minutes': 13}",10,59,RUSHING TD,False,38,6,45,6
Louisiana Tech,Western Athletic,Miami,Big East,232402348,23240234831,30,False,4,0,100,"{'seconds': 13, 'minutes': 13}",4,30,70,"{'seconds': 5, 'minutes': 13}",1,0,KICKOFF,True,6,45,6,45
Louisiana Tech,Western Athletic,Miami,Big East,232402348,23240234832,31,True,4,30,70,"{'seconds': 5, 'minutes': 13}",4,65,35,"{'seconds': 48, 'minutes': 8}",10,35,MADE FG,True,6,45,9,45
Miami,Big East,Louisiana Tech,Western Athletic,232402348,23240234833,32,False,4,0,0,"{'seconds': 48, 'minutes': 8}",4,80,80,"{'seconds': 45, 'minutes': 8}",1,0,KICKOFF,False,45,9,45,9
Miami,Big East,Louisiana Tech,Western Athletic,232402348,23240234834,33,True,4,80,80,"{'seconds': 45, 'minutes': 8}",4,16,16,"{'seconds': 15, 'minutes': 4}",10,64,MADE FG,False,45,9,48,9
Louisiana Tech,Western Athletic,Miami,Big East,232402348,23240234835,34,False,4,0,100,"{'seconds': 15, 'minutes': 4}",4,14,86,"{'seconds': 9, 'minutes': 4}",1,0,KICKOFF,True,9,48,9,48
Louisiana Tech,Western Athletic,Miami,Big East,232402348,23240234836,35,False,4,14,86,"{'seconds': 9, 'minutes': 4}",4,56,44,"{'seconds': 13, 'minutes': 2}",5,42,PUNT,True,9,48,9,48
Miami,Big East,Louisiana Tech,Western Athletic,232402348,23240234837,36,False,4,80,80,"{'seconds': 13, 'minutes': 2}",4,50,50,"{'seconds': 54, 'minutes': 0}",4,30,RUSH,False,48,9,48,9
Northern Illinois,Mid-American,Maryland,ACC,232402459,23240245901,1,False,1,20,80,"{'seconds': 0, 'minutes': 15}",1,36,64,"{'seconds': 30, 'minutes': 12}",5,16,PUNT,True,0,0,0,0
Maryland,ACC,Northern Illinois,Mid-American,232402459,23240245902,2,True,1,58,58,"{'seconds': 30, 'minutes': 12}",1,0,0,"{'seconds': 43, 'minutes': 8}",9,58,RUSHING TD,False,0,0,7,0
Northern Illinois,Mid-American,Maryland,ACC,232402459,23240245903,3,False,1,0,100,"{'seconds': 43, 'minutes': 8}",1,19,81,"{'seconds': 33, 'minutes': 8}",1,0,KICKOFF,True,0,7,0,7
Northern Illinois,Mid-American,Maryland,ACC,232402459,23240245904,4,False,1,19,81,"{'seconds': 33, 'minutes': 8}",1,21,79,"{'seconds': 35, 'minutes': 6}",3,2,PUNT,True,0,7,0,7
Maryland,ACC,Northern Illinois,Mid-American,232402459,23240245905,5,False,1,47,47,"{'seconds': 35, 'minutes': 6}",1,45,45,"{'seconds': 59, 'minutes': 4}",3,2,PUNT,False,7,0,7,0
Northern Illinois,Mid-American,Maryland,ACC,232402459,23240245906,6,False,1,20,80,"{'seconds': 59, 'minutes': 4}",1,61,39,"{'seconds': 13, 'minutes': 2}",8,41,PUNT,True,0,7,0,7
Maryland,ACC,Northern Illinois,Mid-American,232402459,23240245907,7,False,1,87,87,"{'seconds': 13, 'minutes': 2}",1,69,69,"{'seconds': 17, 'minutes': 1}",2,18,FUMBLE,False,7,0,7,0
Northern Illinois,Mid-American,Maryland,ACC,232402459,23240245908,8,True,1,61,39,"{'seconds': 17, 'minutes': 1}",2,100,0,"{'seconds': 51, 'minutes': 14}",4,39,MADE FG,True,0,7,3,7
Maryland,ACC,Northern Illinois,Mid-American,232402459,23240245909,9,False,2,0,0,"{'seconds': 51, 'minutes': 14}",2,80,80,"{'seconds': 44, 'minutes': 14}",1,0,KICKOFF,False,7,3,7,3
Maryland,ACC,Northern Illinois,Mid-American,232402459,23240245910,10,False,2,80,80,"{'seconds': 44, 'minutes': 14}",2,50,50,"{'seconds': 27, 'minutes': 13}",6,30,PUNT,False,7,3,7,3
Northern Illinois,Mid-American,Maryland,ACC,232402459,23240245911,11,False,2,9,91,"{'seconds': 27, 'minutes': 13}",2,21,79,"{'seconds': 30, 'minutes': 11}",4,12,PUNT,True,3,7,3,7
Maryland,ACC,Northern Illinois,Mid-American,232402459,23240245912,12,False,2,61,61,"{'seconds': 30, 'minutes': 11}",2,54,54,"{'seconds': 23, 'minutes': 9}",3,7,PUNT,False,7,3,7,3
Northern Illinois,Mid-American,Maryland,ACC,232402459,23240245913,13,True,2,17,83,"{'seconds': 23, 'minutes': 9}",2,100,0,"{'seconds': 15, 'minutes': 7}",5,83,PASSING TD,True,3,7,10,7
Maryland,ACC,Northern Illinois,Mid-American,232402459,23240245914,14,False,2,0,0,"{'seconds': 15, 'minutes': 7}",2,65,65,"{'seconds': 9, 'minutes': 7}",1,0,KICKOFF,False,7,10,7,10
Maryland,ACC,Northern Illinois,Mid-American,232402459,23240245915,15,False,2,65,65,"{'seconds': 9, 'minutes': 7}",2,65,65,"{'seconds': 40, 'minutes': 5}",3,0,PUNT,False,7,10,7,10
Northern Illinois,Mid-American,Maryland,ACC,232402459,23240245916,16,False,2,10,90,"{'seconds': 40, 'minutes': 5}",2,15,85,"{'seconds': 45, 'minutes': 3}",3,5,PUNT,True,10,7,10,7
Maryland,ACC,Northern Illinois,Mid-American,232402459,23240245917,17,False,2,47,47,"{'seconds': 45, 'minutes': 3}",2,57,57,"{'seconds': 54, 'minutes': 1}",3,-10,PUNT,False,7,10,7,10
Northern Illinois,Mid-American,Maryland,ACC,232402459,23240245918,18,False,2,19,81,"{'seconds': 54, 'minutes': 1}",2,30,70,"{'seconds': 35, 'minutes': 0}",4,11,RUSH,True,10,7,10,7
Maryland,ACC,Northern Illinois,Mid-American,232402459,23240245920,19,True,3,67,67,"{'seconds': 55, 'minutes': 14}",3,29,29,"{'seconds': 42, 'minutes': 9}",10,38,MADE FG,False,7,10,10,10
Northern Illinois,Mid-American,Maryland,ACC,232402459,23240245921,20,False,3,0,100,"{'seconds': 42, 'minutes': 9}",3,20,80,"{'seconds': 42, 'minutes': 9}",1,0,KICKOFF,True,10,10,10,10
Northern Illinois,Mid-American,Maryland,ACC,232402459,23240245922,21,False,3,20,80,"{'seconds': 42, 'minutes': 9}",3,42,58,"{'seconds': 35, 'minutes': 6}",6,22,PUNT,True,10,10,10,10
Maryland,ACC,Northern Illinois,Mid-American,232402459,23240245923,22,False,3,64,64,"{'seconds': 35, 'minutes': 6}",3,55,55,"{'seconds': 41, 'minutes': 3}",7,9,PUNT,False,10,10,10,10
